,Nombre,Codigo,Almacenamiento,Procesador,Memoria Ram,Precio,Fecha
3718,NOTEBOOK LENOVO IDEAPAD 3 / INTEL I3 10 GEN/ 8GB RAM / 256GB SSD P/ PANTALLA 15.6' HD TÁCTIL,2351214,256 GB SSD,Intel Core i3,8 GB,479990,2021-09-22
3719,DELL LAT 7480 / I7-76000/RAM 8GB/ 256 GB/REACONDICIONADO,2346230,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,499990,2021-09-22
3720,NOTEBOOK LENOVO IDEAPAD 3 15.6' - BLUE,2367595,256 GB,Intel Core i3,8 GB,591990,2021-09-22
3721,"NOTEBOOK HP EB 840 G3, 14', CORE I5, 8GB RAM, 256GB SSD - REACONDICIONADO",MPM00030075682,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,429990,2021-09-22
3722,HP LAPTOP 348 G7 2E4U1LT / I3-10110U / 4GB RAM / 1TB HDD / W10H / 14',MPM00030314742,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,689990,2021-09-22
3723,HP ELITEBOOK X360 1030 G4 I5 W10P DOCKING G5 LAPIZ,MPM00030475192,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1345990,2021-09-22
3724,"HP ELITEBOOK X360 1040 G6 I5 W10PRO, DOCKING LAPIZ",MPM00030475618,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1452990,2021-09-22
3725,HP ELITEBOOK 735 G6 RYZEN 7 3700U W10PRO,MPM00030474944,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1129990,2021-09-22
3726,HP ELITEBOOK X360 100 G7 I5 WIN10 PRO,MPM00030475046,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1899990,2021-09-22
3727,HP ELITEBOOK X360 1030 G4 I5 8GB 256SSD WIN 10 PRO,MPM00030475142,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1345990,2021-09-22
3728,HP ELITEBOOK X360 830 G6 2IN1 IPS TOUCHSCREEN W10P,MPM00030474994,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1129990,2021-09-22
3729,"NOTEBOOK HP ELITE X2 1012 G2, 12', CORE I5, 8GB RAM, 512GB - REACONDICIONADO",MPM00030098836,512 GB,Intel Core i5,8 GB,499990,2021-09-22
3730,"NOTEBOOK DELL LATITUDE 5480, 14', CORE I7 - REACONDICIONADO",MPM00030098882,512 GB,Intel Core i7,8 GB,589990,2021-09-22
3731,"NOTEBOOK LENOVO THINKPAD T450, 14', CORE I5, 8GB RAM, 128GB SSD - REACONDICIONADO",MPM00030098930,128 GB,Intel Core i5,8 GB,399990,2021-09-22
3732,NOTEBOOK ASUS EXPERTBOOK B2451FA-EB1422R,MPM00026108518,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,988990,2021-09-22
3733,NOTEBOOK HP 348 G7 I3-10110U 1TB 4GB W10HOME 14´´,2234477,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,564900,2021-09-22
3734,NOTEBOOK LENOVO TP L14 I7-10510U 8GB 256GB SSD W10P,2234476,256 GB,Intel Core i7,8 GB,979900,2021-09-22
3735,"NOTEBOOK LENOVO V14 ADA, AMD ATHLON GOLD 3150U,4GB, 128GB SSD 14¿",MPM00026908116,128 GB,AMD Athlon,128 MB,424990,2021-09-22
3736,"NOTEBOOK HP PROBOOK 445 G7 AMD RYZEN 5 14 8GB RAM, 256GB SSD, WIN10PRO",MPM00027028366,256 GB SSD,AMD Ryzen™ 5,8 GB,899990,2021-09-22
3737,NOTEBOOK ASUS EXPERTBOOK P2451FA-EK0343R,MPM00026108578,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,899990,2021-09-22
3738,NOTEBOOK HP G7 240 INTEL I3-1005G1/1TB/ FREE DOS 14',2267832,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,459990,2021-09-22
3739,NOTEBOOK HP ELITEBOOK 640 G2 14” INTEL CORE I5 8GB 500GB WEBCAM WINDOWS 10 PRO REACONDICIONADO GRADO A,MPM00028300878,500 GB,Intel Core i5,8 GB,499000,2021-09-22
3740,NOTEBOOK LENOVO IDEAPAD 3 TOUCH INTEL CORE I3-10110U 15.6' HD 8GB - 256GB PCIE SSD - WEBCAM - WINDOWS 10,2320037,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,529000,2021-09-22
3741,"NOTEBOOK GAMER AERO OLED I7-10870H, 8GB, 512GB SSD, RTX 3060 6GB,W10H",MPM00028624768,512 GB SSD,Intel Core i7,8 GB,2099990,2021-09-22
3742,"NOTEBOOK HP 348 G7, INTEL I3-10110U, 4GB, 1TB, LED 14', W10H",MPM00028633580,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,469990,2021-09-22
3743,"NOTEBOOK GAMER AERO OLED I7-10870H, 8GB, 512GB SSD, RTX 3060 6GB,W10H",MPM00028633640,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,2099990,2021-09-22
3744,LENOVO IDEAPAD 3 15¿ FHD RYZEN 5 3500U CHERRY_RED,2319343,256 GB,AMD Ryzen™ 5,8 GB,625990,2021-09-22
3745,LENOVO 100E / AMD 3015E / 4GB RAM / 64GB / 11.6' HD / WIN 10 / BLUETOOTH / WEBCAM,2317901,64 GB SSD,AMD E2,4 GB,229990,2021-09-22
3746,HP PAVILION GAMING 15-DK1056WM / INTEL CORE I5-10300H / 8GB RAM / 256GB SSD / NVIDIA GEFORCE GTX 1650 4GB / TPM,2317893,256 GB,Intel Core i5,8 GB,719990,2021-09-22
3747,NOTEBOOK ASUS CHROMEBOOK C200 REACONDICIONADO,2283799,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,219990,2021-09-22
3748,NOTEBOOK LENOVO CHROMEBOOK N22 REACONDICIONADO NEGRO,2285668,32 GB SSD,Intel Celeron,4 GB,219990,2021-09-22
3749,NOTEBOOK LENOVO TP L14 I5-10210U 16GB 256GB W10P,2315776,256 GB,Intel Core i5,16 GB,929900,2021-09-22
3750,NOTEBOOK LENOVO L14 I7-10510U 16GB 256GB W10P,2315775,256 GB,Intel Core i7,16 GB,1029900,2021-09-22
3751,NOTEBOOK LENOVO TP L14 I5-10210U 8GB 256GB W10P,2315773,256 GB,Intel Core i5,8 GB,889900,2021-09-22
3752,NOTEBOOK LENOVO 14-IML I5-10210U 8GB 256GB WIN10PRO,MPM00028520382,256 GB,Intel Core i5,8 GB,849900,2021-09-22
3753,NOTEBOOK LENOVO 14-IML I5-10210U 8GB 256GB WIN10HOME,MPM00028520483,256 GB,Intel Core i5,8 GB,799990,2021-09-22
3754,NOTEBK LENOVO IDEAPAD 5 14IIL05 I7-1065 16GB 512GB WPRO,2315903,512 GB,Intel Core i7,16 GB,889900,2021-09-22
3755,HP 15-DA3016CY /I5 -1035G1 /2TB/ 16 GB / REACONDICIONADO,2321130,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,649990,2021-09-22
3756,"NOTEBOOK DELL VOSTRO 3400, I3 1115G4, RAM 4GB, HDD 1 TB, SIN SISTEMA OPERATIVO. 14",2325428,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,439990,2021-09-22
3757,NOTEBOOK HP 14' N5030 4GB 128GB SSD W10 + MOUSE HP,2326861,128 GB,Intel Pentium Silver,4 GB,399990,2021-09-22
3758,NOTEBOOK LENOVO 15' TOUCH SCREEN I3 8GB 256GB SSD W10,2327078,256 GB,Intel Core i3,8 GB,549990,2021-09-22
3759,NOTEBOOK DELL LATITUDE E5470 INTEL CORE I5 8GB 500GB WIN10 REACONDICIONADO GRADO A,MPM00029021680,500 GB,Intel Core i5,16 GB,539000,2021-09-22
3760,HP 15-DY1971CL/INTEL I7-1065G/256 GB/8GB RAM/REACONDICIONADO,2333987,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,699990,2021-09-22
3761,"NOTEBOOK HP ELITE X2 1012 G2, 12', CORE I5, 8GB RAM, 512GB - REACONDICIONADO",MPM00030098836,512 GB,Intel Core i5,8 GB,499990,2021-09-22
3762,HP ELITEBOOK X360 1030 G4 I5 W10P DOCKING G5 LAPIZ,MPM00030475192,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1345990,2021-09-22
3763,HP ELITEBOOK X360 100 G7 I5 WIN10 PRO,MPM00030475046,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1899990,2021-09-22
3764,HP ELITEBOOK X360 1030 G4 I5 8GB 256SSD WIN 10 PRO,MPM00030475142,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1345990,2021-09-22
3765,HP ELITEBOOK X360 830 G6 2IN1 IPS TOUCHSCREEN W10P,MPM00030474994,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1129990,2021-09-22
3766,"NOTEBOOK HP 348 G7, INTEL® CORE™ I3-10110U, RAM 8GB, 240SSD + 1TB HDD, LED 14', W10 HOME + MOCHILA",2368332,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,597990,2021-09-22
3767,NOTEBOOK ULTRABOOK HP 9470M 14” INTEL CORE I5 4GB 256GB SSD WEBCAM WINDOWS 10 PRO REACONDICIONADO GRADO A,MPM00029794736,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,416990,2021-09-22
3768,HP ELITEBOOK X360 CONVERTIBLE 1040 G6 / INTEL CORE I5/ 8 GB RAM /512 SSD/14',MPM00025071608,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1299990,2021-09-22
3769,NOTEBOOK HP 240 G7 INTEL CORE I3-1005G1/ 4GB/ RAM 1TB/ HDD 14'/ SIN SISTEMA OPERATIVO,1456216,1 TB,Intel Core i3,4 GB,449990,2021-09-22
3770,NOTEBOOK LENOVO THINKPAD T440P 14' INTEL CORE I7 8GB 500GB WIN10 REACONDICIONADO GRADO A,MPM00028110872,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,499000,2021-09-22
3771,HP PAVILION GAMING LAPTOP 15-DK0014LA/INTEL CORE I5/20GB MEMORIA(16GB INT OPTANE+4GB RAM)/256GB SSD/NVIDIA GEFORCE GTX 1050/15.6,2000378488460P,256 GB SSD,Intel Core i5,4 GB,799990,2021-09-22
3772,HP PROBOOK 450 440 445 455 470 G0 G1 NOTEBOOK FP06,MPM00012599680,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,56900,2021-09-22
3773,DELL VOSTRO 3400 14 I5-1135G7 8GB RAM 256GB SSD LINUX,2530971,256 GB,Intel Core i5,8MB,612990,2021-09-22
3774,"HP NOTEBOOK PAVILION GAMING / INTEL CORE I5 / 8GB RAM / 256GB SSD /NVDIA GEFORCE 1650 / FHD 15,6'",MPM00030751916,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,799990,2021-09-22
3775,"NOTEBOOK THINKPAD X1 CARBON 5, 14', CORE I7, 16GB RAM, 1TB SSD - REACONDICIONADO",MPM00030063590,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,749990,2021-09-22
3776,"NOTEBOOK HP EB 820 G3, 12.5', CORE I5, 8GB RAM, 500GB - REACONDICIONADO",MPM00030065770,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,459990,2021-09-22
3777,"NOTEBOOK LENOVO THINKPAD X1 C7 I5-8365U, RAM 16GB, SSD 512GB, LED 14', W10P",MPM00028710106,512 GB SSD,Intel Core i5,16 GB,999990,2021-09-22
3778,NOTEBOOK HP PROBOOK 440 G7 I5-10210U 8GB 256SSD WIN10PRO,MPM00013506696,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,759900,2021-09-22
3779,NOTEBOOK LENOVO 14-IML I7-10510U 16GB 512GB WIN10PRO,MPM00028520438,512 GB,Intel Core i7,16 GB,949900,2021-09-22
3780,NOTEBOOK HP ELITEBOOK REACONDICIONADO 8470P CORE I5-3210M; 8 GB DE RAM Y 480 GB,MPM00021147538,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,479990,2021-09-22
3781,"NOTEBOOK LENOVO S340 INTEL CORE I5 1035G4, RAM 4GB, 1TB, W10H, 15.6.",MPM00027330170,1 TB,Intel Core i5,4 GB,569990,2021-09-22
3782,NOTEBOOK HP 245 G7 RYZEN 3 FREEDOS 1TB,MPM00030240298,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,389000,2021-09-22
3783,"NOTEBOOK HP 240 G7, I3-1005G1, 4GB, 1TB, 14 WIN10",MPM00029530434,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,449990,2021-09-22
3784,"NOTEBOOK LENOVO IDEAPAD FLEX 5 14ITL05 PENTIUM 7505, 4GB, 128GB SSD, 14 FHD, W10P",MPM00028871840,128 GB,Intel Pentium,4 GB,369990,2021-09-22
3785,"LAPTOP LENOVO IDEAPAD L3, INTEL PENTIUM GOLD 6405U, 4 GB, 500 GB HDD, 15.6 HD, W10P",MPM00028715986,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,349990,2021-09-22
3786,"NOTEBOOK LENOVO THINKBOOK 13S I7-10510U, 16GB, SSD 512GB 13.3 W10P",MPM00028715994,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,899990,2021-09-22
3787,NOTEBOOK HP 240 G7 WINDOW 10H 512GB INTEL CELERON N4020 + MOCHILA REGALO,MPM00030240326,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,399990,2021-09-22
3788,"NOTEBOOK BMAX S13A INTEL N3350, 8GB, 128GB SSD, WIN10, FHD 13.3'",MPM00024810816,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,299990,2021-09-22
3789,NOTEBK LENOVO 14-IML I7-10510U 16GB 512GB WIN10HOME,MPM00028520588,512 GB,Intel Core i7,16 GB,919900,2021-09-22
3790,"NOTEBOOK LENOVO THINKPAD T490, I7 8565U, RAM 16GB, 512GB SSD, 14.0, W10P",MPM00028719594,512 GB,Intel Core i7,16 GB,999990,2021-09-22
3791,NOTEBOOK GEAR LOTUS 14 FHD CELERON N3350 4GB 128GB SSD WINDOWS 10 DARK GRAY,MPM00028878976,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,299990,2021-09-22
3792,"NOTEBOOK DELL 5500 I7-10750H, RAM 8GB, SSD 512GB, LED 15.6', GTX 1650TI, W10H",MPM00019004422,512 GB SSD,AMD Ryzen™ 7,8 GB,1249990,2021-09-22
3793,HP PROBOOK 645 G4 RYZEN 7 PRO 500GB 8GB VIDEO RX VEGA 14”HD WIN10 PRO,MPM00012484286,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,649000,2021-09-22
3794,LENOVO LEGION Y545 GAMING CORE™ I7 1TB+256GB SSD 16GB 15.6' 144HZ NVIDIA® GTX 1660TI 6144MB,MPM00015353152,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1299000,2021-09-22
3795,LENOVO THINKBOOK 14 IIL INTEL CORE™ I7 10A GENERACION 512GB SSD 8GB 14” FHD LECTOR HUELLAS WIN 10 PRO,MPM00011620364,Almacenamiento no especificado,Procesador no especificado,8 GB,999000,2021-09-22
3796,ACER ASPIRE 5 A515 15.6' HD TOUCHSCREEN INTEL CORE I5-1035G1 8GB RAM 256GB PCIE SSD WINDOWS 10,MPM00021880566,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,599000,2021-09-22
3797,HP ELITEBOOK 820-G3 /INTEL CORE I5/ RAM8GB/HDD 256GB SSD/WINDOWS 10 PRO/12.5 FHD,MPM00005270168,Almacenamiento no especificado,Intel Core i5,8 GB,649000,2021-09-22
3798,LENOVO THINKBOOK 13S CORE™I5-8265U 256GB SSD 8GB 13.3' (1920X1080) WIN10 PROFESIONAL,MPM00011415520,Almacenamiento no especificado,Intel Core i5,8 GB,699000,2021-09-22
3799,LENOVO LEGION 5 INTEL CORE™ I7 10A GENERACIÓN 512GB SSD 16GB 15.6' FHD NVIDIA® GTX 1650TI,MPM00017543920,512 GB SSD,Intel Core i7,16 GB,1189000,2021-09-22
3800,MSI GF65 THIN GAMING CORE™ I7 512GB SSD 32GB RAM 15.6 WIN10 NVIDIA GEFORCE GTX 1660 TI 6GB.,MPM00015353173,512 GB SSD,Intel Core i7,32 GB,1339000,2021-09-22
3801,NOTEBOK GAMER ASUS ROG STRIX I7-10750 16GB 1TB PCIE SSD NVIDIA RTX 2070,MPM00016416098,1 TB SSD,Intel Core i7,16 GB,1799990,2021-09-22
3802,NOTEBOOK GAMER ASUS ROG ZEPHYRUS G15 AMD RYZEN 9 4900HS 16GB RAM SSD 1TB,MPM00016416390,1 TB SSD,AMD Ryzen,16 GB,1849990,2021-09-22
3803,LENOVO FLEX14' 2-IN-1 TOUCHSCREEN AMD RYZEN 7 14 FHD 1080P 8GB RAM 512GB SSD FINGERPRINT WIN 10,MPM00015353206,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,699000,2021-09-22
3804,NOTEBOOK DELL LATITUDE E5470 14' (I5 8GB 500GB) REACONDICIONADO GRADO A - NO WEBCAM,MPM00031093618,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,507990,2021-09-22
3805,NOTEBOOK HP ULTRABOOK 13.3' FOLIO 13-2000 (I5 4GB 128GB SSD HDMI) REACONDICIONADO GRADO A,MPM00031093702,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,337990,2021-09-22
3806,DELL VOSTRO 3400 14 I3 8GB 1TB WIN10 PRO,MPM00031681445,1 TB,Intel Core i3,8MB,Precionoencontrado,2021-09-22
3807,NOTEBOOK HP PROBOOK 6560B 15.6' INTEL CORE I5 4GB 320GB WEBCAM REACONDICIONADO GRADO A,MPM00029084966,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,384000,2021-09-22
3808,NOTEBOOK ULTRABOOK LENOVO THINKPAD X240 12.5' (I7 8GB 256GB) WIN10 REACONDICIONADO GRADO A - NO WEBCAM,MPM00031093662,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,450990,2021-09-22
3809,NOTEBOOK HP 340S G7 I5 8GB 256GB SSD 14 W10PRO,2530968,256 GB,Intel Core i5,8MB,704990,2021-09-22
3810,DELL VOSTRO 3400 14 I5-1135G7 8GB RAM 256GB SSD LINUX,2530971,256 GB,Intel Core i5,8MB,612990,2021-09-22
3811,"HEROBOOK PRO INTEL CELERON/ 8GB/ 256GB SSD/ 14,1'/ W10",MPM00031774284,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,339990,2021-09-22
3812,LEGION SLIM 7I CORE I7 10° GEN 16GB RAM 512SSD GTX1660 15'',2479462,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1719990,2021-09-22
3813,NOTEBOOK HP 14-CF2087LA / INTEL® CELERON® N4020 / 4GB RAM / 128GB SSD / 14,2485019,128 GB SSD,Intel Celeron,4 GB,329990,2021-09-22
3814,NOTEBOOK YOGA 7I CORE I5 11VA GEN 12GB RAM 512GB SSD + LÁPIZ,MPM00031469464,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1119990,2021-09-22
3815,NOTEBOOK HP 14-DK1025WM AMD RYZEN 3 4GB 1TB 14 WIN10,2485014,1 TB,AMD Ryzen™ 3,4 GB,409990,2021-09-22
3816,NOTEBOOK GAMING OMEN 15-EK0007LA CORE I7 16GB RAM +32GB OPTANE 512GB SSD 15.6,2485023,512 GB SSD,Intel Core i7,16 GB,1649990,2021-09-22
3817,HP PAVILION GAMING LAPTOP 15.6 I5-10300H 8GB 256GB GTX 1650 W10,MPM00031784610,512 GB,Intel Core i5,8 GB,799990,2021-09-22
3818,Notebook Asus X515ma-br576t,861599001,500 Gb,Intel Celeron,4 Gb,309990,2021-09-22
3819,Notebook Reacondicionado Hp 14-dq1043c I3,851066001,256 Gb,Intel Core I3,8 Gb,389990,2021-09-22
3820,Notebook Gamer Asus Tuf Gaming Fx506lh-hn082t,861708001,512 Gb,Intel Core I5,8 Gb,769990,2021-09-22
3821,Notebook Lenovo Ideapad 3,841656001,1 Tb,Amd Athlon,8 Gb,399990,2021-09-22
3822,Notebook Asus X415ea-eb742t,861710001,512 Gb,Intel Core I7,8 Gb,769990,2021-09-22
3823,Notebook Hp 14-ck2091la,852613001, 128 Gb,Intel Core I3,4 Gb,379990,2021-09-22
3824,Notebook Hp Pavilion X360 Convertible 14-dy0002la,861802001,256 Gb,Intel Pentium,4 Gb,479990,2021-09-22
3825,Notebook Asus M415da-ek844t,861709001,256 Gb,Amd Ryzen 3,4 Gb,449990,2021-09-22
3826,Notebook Gamer Lenovo Ideapad Gaming 3 15arh05,866156001,512 Gb,Amd Ryzen 5,8 Gb,759990,2021-09-22
3827,Notebook Hp 240 G7,861805001,500 Gb,Intel Celeron,4 Gb,309990,2021-09-22
3828,Notebook Asus X515ea-bq968t,861707001,128 Gb,Intel Core I3,4 Gb,419990,2021-09-22
3829,Notebook Hp 240 G7,827608001,1 Tb,Intel Core I3,4 Gb,509990,2021-09-22
3830,Notebook Lenovo Ideapad 3 14alc6,866158001,256 Gb,Amd Ryzen 5,8 Gb,549990,2021-09-22
3831,Notebook Hp Pavilion 17-by3063st Reacondicionado,858970001,1 Tb + 128 Gb,Intel Core I3,8 Gb,459990,2021-09-22
3832,Notebook Hp 15-cs3153cl Reacondicionado,857135001,512 Gb,Intel Core I5,12 Gb,599990,2021-09-22
3833,Notebook Lenovo Ideapad S340,857116001,256 Gb,Amd Ryzen 5,8 Gb,629990,2021-09-22
3834,Chromebook p 14a-na0010ca Reacondicionado,857127001,64 Gb,Intel Celeron,4 Gb,239990,2021-09-22
3835,Notebook Hp Pavilion Gaming Laptop 15 Dk1028la,861686001,256 Gb,Intel Core I5,8 Gb,849990,2021-09-22
3836,Notebook Gamer Acer Nitro 5,853268001,1 Tb + 128 Gb,Intel Core I5,16 Gb,849990,2021-09-22
3837,Notebook Asus L410,857105001,64 Gb,Intel Celeron,4 Gb,299990,2021-09-22
3838,Notebook Lenovo Yoga Slim 7,863495001,256 Gb,Amd Ryzen 5,8 Gb,649990,2021-09-22
3839,Notebook Lenovo Ideapad S145-14ast,840418001,500 Gb,Amd A4,4 Gb,269990,2021-09-22
3840,Notebook Lenovo Ideapad S145-14iil,866155001,128 Gb,Intel Core I3,4 Gb,379990,2021-09-22
3841,Notebook Msi Prestige 15 A11sb-450cl,856794001,512 Gb,Intel Core I7,8 Gb,999990,2021-09-22
3842,Notebook Lenovo Ideapad 3 15itl6,866157001,256 Gb,Intel Core I3,4 Gb,449990,2021-09-22
3843,Notebook Gamer Msi Gf63 Thin 10sc-227cl,856792001,256 Gb,Intel Core I5,8 Gb,849990,2021-09-22
3844,Macbook Air,844508001,256 Gb,Apple M1,8 Gb,1049990,2021-09-22
3845,Notebook Reacondicionado Hp 15-da0022ds,851065001,256 Gb,Intel Pentium,8 Gb,459990,2021-09-22
3846,Notebook Hp 14-fq0013dx Reacondicionado,857128001,128 Gb,Amd Athlon,4 Gb,319990,2021-09-22
3847,Notebook Lenovo Ideapad Flex 5,861594001,512 Gb,Intel Core I5 ,12 Gb,799990,2021-09-22
3848,Notebook Reacondicionado Hp 14m-dw1013dx,851068001,128 Gb,Intel Core I3,8 Gb,499990,2021-09-22
3849,Notebook Hp 348 G7,857419001,1 Tb,Intel Core I3,4 Gb,449990,2021-09-22
3850,Notebook Hp 14-ce3065st Reacondicionado,857134001,256 Gb,Intel Core I5,8 Gb,569990,2021-09-22
3851,Notebook Hp 15-da0022 Reacondicionado,857131001,256 Gb,Intel Pentium,8 Gb,449990,2021-09-22
3852,Notebook Msi Prestige 14evo A11m-250cl,856793001,512 Gb,Intel Core I5,16 Gb,899990,2021-09-22
3853,Notebook Lenovo Ideapad 1 14ada05,865065001,64 Gb,Amd Athlon,4 Gb,299990,2021-09-22
3854,Notebook Hp 15-da0022 Reacondicionado,857130001,256 Gb,Intel Pentium,8 Gb,429990,2021-09-22
3855,Notebook Lenovo Yoga Slim 9 14itl5,847312001,1 Tb,Intel Core I7,16 Gb,1449990,2021-09-22
3856,Macbook Pro,858915001,256 Gb,Apple M1,8 Gb,1349990,2021-09-22
3857,Notebook Hp Pavilion X360 Reacondicionado,858968001,256 Gb,Intel Core I5, 8 Gb,589990,2021-09-22
3858,Notebook Hp 14-dq1043c I3 Reacondicionado,857129001,256 Gb,Intel Core I3,8 Gb,439990,2021-09-22
3859,Notebook Lenovo Ideapad 3 14itl6,857972001,512 Gb,Intel Core I7,8 Gb,769990,2021-09-22
3860,Notebook Gamer Hp Pavilion 15-dk1022la,860717001,256 Gb,Intel Core I7,8 Gb,1099990,2021-09-22
3861,Notebook Asus X515ma-br288t,856210001,500 Gb,Intel Celeron,4 Gb,309990,2021-09-22
3862,Notebook Gamer Hp 15-EC1026LA,827605001,256 Gb,Amd Ryzen 5,8 GB,899990,2021-09-22
3863,Notebook Dell 15-3505 Reacondicionado,857123001,128 Gb,Amd Athlon,4 Gb,429990,2021-09-22
3864,Notebook Dell 14-5406 Reacondicionado,857119001,512 Gb,Intel Core I7,8 Gb,749990,2021-09-22
3865,Notebook Gamer Acer Nitro 5 An515-55-56p2-2,857358001,512 Gb,Intel Core I5,16 Gb,899990,2021-09-22
3866,Notebook Reacondicionado Dell 15-3593,851070001,128 Gb,Intel Core I3,8 Gb,489990,2021-09-22
3867,Notebook Asus Vivobook Ultra Thin,857106001,64 Gb,Intel Celeron,4 Gb,324990,2021-09-22
3868,Notebook Lenovo Ideapad 3,851823001,128 Gb,Intel Core I3,4 Gb,759990,2021-09-22
3869,Notebook Dell G3 3500,857108001,256 Gb,Intel Core I5,8 Gb,969990,2021-09-22
3870,Notebook Lenovo Yoga 9 14itl5,847313001,1 Tb,Intel Core I5,16 Gb,1149990,2021-09-22
3871,Notebook Lenovo Yoga Slim 7 14itl05,858765001,512 Gb,Intel Core I5,8 Gb,799990,2021-09-22
3872,Macbook Apple Pro Myda2b,864728001,256 Gb,Apple M1,8 Gb,1509990,2021-09-22
3873,Macbook Pro,861596001,256 Gb,Apple M1,8 Gb,1349990,2021-09-22
3874,Notebook Dell Inspiron 15 3000,857111001,128 Gb,Intel Core I3,4 Gb,449990,2021-09-22
3875,Macbook Apple Pro Myd82b,864727001,256 Gb,Apple M1,8 Gb,1349990,2021-09-22
3876,Notebook Dell 15-3505 Reacondicionado,857124001,512 Gb,Intel Core I7,12 Gb,819990,2021-09-22
3877,Notebook Lenovo Slim 7,843695001,512 GB,Intel Core I5,8 GB,899990,2021-09-22
3878,Macbook Air,844509001,256 Gb,Apple M1,8 Gb,1049990,2021-09-22
3879,Notebook Dell G5 5505,857110001,256 Gb,Amd Ryzen 7,8 Gb,1249990,2021-09-22
3880,Notebook Dell 14-5406 Reacondicionado,857120001,512 Gb,Intel Core I3,8 Gb,749990,2021-09-22
3881,Notebook Lenovo Ideapad S145,854773001,500 Gb,Amd Athlon,4 Gb,319990,2021-09-22
3882,Notebook Dell 15-3505 Reacondicionado,857122001,512 Gb,Amd Ryzen 7,12 Gb,739990,2021-09-22
3883,Notebook Gamer Hp Pavilion 15-dk1028la,861804001,256 Gb,Intel Core I5,8 Gb,829990,2021-09-22
3884,Notebook Dell G5 15 5500,857109001,256 Gb,Intel Core I7,8 Gb,1249990,2021-09-22
3885,Notebook Lenovo Ideapad S145,843715001,128 Gb,Intel Core I3,4 GB,389990,2021-09-22
3886,Notebook Msi Modern 14 B10mw-258cl,867618001,256 Gb,Intel Core I5,8 Gb,909990,2021-09-22
3887,Notebook Lenovo Ideapad 3 14itl6,859254001,512 Gb,Intel Core I7,8 Gb,799990,2021-09-22
